"*.pinterest.com","54.205.173.85"
"origin.sub.pinterest.com","52.26.214.153"
"*.pinterest.com","54.160.166.21"
"*.pinterest.com","54.161.43.232"
"*.pinterest.com","54.77.106.32"
"*.pinterest.com","54.146.140.99"
"*.pinterest.com","100.26.73.98"
"*.pinterest.com","63.34.23.97"
"origin.sub.pinterest.com","54.186.164.238"
"*.pinterest.com","50.17.2.67"
"*.pinterest.com","54.158.38.148"
"*.pinterest.com","54.159.1.134"
"origin.sub.pinterest.com","35.165.195.215"
"*.pinterest.com","54.221.73.17"
"*.pinterest.com","23.20.165.22"
"origin.sub.pinterest.com","35.167.143.238"
"origin.sub.pinterest.com","44.228.225.195"
"origin.sub.pinterest.com","54.69.100.96"
"origin.sub.pinterest.com","54.71.108.103"
"*.pinterest.com","35.153.123.61"
"*.pinterest.com","34.224.188.206"
"*.pinterest.com","52.214.198.197"
"*.pinterest.com","34.225.167.182"
"origin.sub.pinterest.com","34.208.86.244"
"*.pinterest.com","18.215.206.197"
"*.pinterest.com","54.160.166.21"
"*.pinterest.com","54.161.43.232"
"origin.sub.pinterest.com","34.217.152.71"
"*.pinterest.com","54.205.173.85"
"*.pinterest.com","54.77.106.32"
"*.pinterest.com","100.26.73.98"
"origin.sub.pinterest.com","54.184.208.13"
"origin.sub.pinterest.com","54.186.164.238"
"*.pinterest.com","100.24.146.189"
"*.pinterest.com","63.32.17.205"
"*.pinterest.com","50.17.2.67"
"*.pinterest.com","54.158.38.148"
"*.pinterest.com","54.159.1.134"
"*.pinterest.com","63.32.23.97"
"*.pinterest.com","54.221.73.17"
"*.pinterest.com","63.34.23.97"
"*.pinterest.com","54.146.140.99"
"origin.sub.pinterest.com","54.71.108.103"
"*.pinterest.com","34.192.121.125"
"origin.sub.pinterest.com","35.165.195.215"
"*.pinterest.com","23.20.165.22"
"*.pinterest.com","52.214.198.197"
"*.pinterest.com","34.225.83.160"
"*.pinterest.com","35.153.123.61"
"origin.sub.pinterest.com","44.228.225.195"
"*.pinterest.com","34.225.167.182"
"*.pinterest.com","34.224.188.206"
"origin.sub.pinterest.com","34.217.152.71"
"*.pinterest.com","18.215.206.197"
"origin.sub.pinterest.com","34.208.86.244"
